"Time","CH1","CH2"
-0.0001278,-3.79999995,0.400000006
-0.0001276,-3.79999995,0.400000006
-0.0001274,-3.79999995,0.8000000119
-0.0001272,-3.60000014,0.6000000238
-0.000127,-3.79999995,0.6000000238
-0.0001268,-4,0.6000000238
-0.0001266,-4,0.400000006
-0.0001264,-4,0.400000006
-0.0001262,-4,0.400000006
-0.000126,-4,0.6000000238
-0.0001258,-4.20000029,0.6000000238
-0.0001256,-3.60000014,0.400000006
-0.0001254,-3.79999995,0.400000006
-0.0001252,-3.60000014,0.400000006
-0.000125,-4,0.400000006
-0.0001248,-4,0.6000000238
-0.0001246,-3.79999995,0.400000006
-0.0001244,-3.79999995,0.6000000238
-0.0001242,-4,0.400000006
-0.000124,-3.60000014,0.400000006
-0.0001238,-3.79999995,0.200000003
-0.0001236,-4.20000029,0.400000006
-0.0001234,-3.79999995,0.400000006
-0.0001232,-4,0.400000006
-0.000123,-4,0.6000000238
-0.0001228,-4.20000029,0.200000003
-0.0001226,-4.20000029,0.400000006
-0.0001224,-4,0.400000006
-0.0001222,-3.79999995,0.6000000238
-0.000122,-4.20000029,0.200000003
-0.0001218,-3.79999995,0.400000006
-0.0001216,-4,0.400000006
-0.0001214,-4,0.6000000238
-0.0001212,-3.79999995,0.6000000238
-0.000121,-3.79999995,0.200000003
-0.0001208,-4,0.6000000238
-0.0001206,-4,0.400000006
-0.0001204,-3.79999995,0.6000000238
-0.0001202,-4.20000029,0.6000000238
-0.00012,-3.79999995,0.400000006
-0.0001198,-3.60000014,0.6000000238
-0.0001196,-3.79999995,0.6000000238
-0.0001194,-4.20000029,0.400000006
-0.0001192,-4,0.400000006
-0.000119,-3.79999995,0.6000000238
-0.0001188,-3.60000014,0.400000006
-0.0001186,-3.79999995,0.400000006
-0.0001184,-3.79999995,0.6000000238
-0.0001182,-3.79999995,0.400000006
-0.000118,-3.60000014,0.6000000238
-0.0001178,-3.79999995,0.6000000238
-0.0001176,-3.79999995,0.6000000238
-0.0001174,-3.60000014,0.6000000238
-0.0001172,-3.60000014,0.6000000238
-0.000117,-4,0.6000000238
-0.0001168,-3.60000014,0.6000000238
-0.0001166,-3.60000014,0.6000000238
-0.0001164,-3.60000014,1
-0.0001162,-3.79999995,0.6000000238
-0.000116,-4,0.8000000119
-0.0001158,-3.79999995,0.6000000238
-0.0001156,-3.4000001,0.8000000119
-0.0001154,-3.60000014,0.8000000119
-0.0001152,-3.79999995,1
-0.000115,-3.60000014,0.8000000119
-0.0001148,-3.60000014,1.2
-0.0001146,-3.20000005,1
-0.0001144,-3.20000005,1.2
-0.0001142,-3.20000005,1
-0.000114,-3,0.8000000119
-0.0001138,-3.4000001,0.8000000119
-0.0001136,-3.4000001,1.2
-0.0001134,-3,1
-0.0001132,-3.20000005,0.8000000119
-0.000113,-3,1.4
-0.0001128,-3.20000005,1
-0.0001126,-3,1.2
-0.0001124,-3,1.2
-0.0001122,-3.20000005,1.2
-0.000112,-3,1.2
-0.0001118,-3,1.2
-0.0001116,-2.79999995,1.6
-0.0001114,-2.6000001,1.2
-0.0001112,-2.79999995,1.4
-0.000111,-3,1.4
-0.0001108,-3,1.4
-0.0001106,-2.79999995,1.6
-0.0001104,-2.6000001,1.4
-0.0001102,-2.79999995,1.4
-0.00011,-2.79999995,1.6
-0.0001098,-2.6000001,1.6
-0.0001096,-2.6000001,1.6
-0.0001094,-2.4000001,2
-0.0001092,-2.4000001,2
-0.000109,-2.4000001,1.6
-0.0001088,-2.4000001,2
-0.0001086,-2.4000001,1.6
-0.0001084,-2.4000001,1.8000001
-0.0001082,-2.4000001,2.2
-0.000108,-2.4000001,2
-0.0001078,-2,1.8000001
-0.0001076,-2.2,2.2
-0.0001074,-2,2.2
-0.0001072,-2.2,2.4000001
-0.000107,-2.2,2.4000001
-0.0001068,-2.2,2.4000001
-0.0001066,-2,2.4000001
-0.0001064,-1.8000001,2.4000001
-0.0001062,-1.8000001,2.4000001
-0.000106,-2,2.4000001
-0.0001058,-1.8000001,2.4000001
-0.0001056,-1.8000001,2.6000001
-0.0001054,-1.8000001,2.6000001
-0.0001052,-1.8000001,2.6000001
-0.000105,-1.6,2.6000001
-0.0001048,-1.6,2.6000001
-0.0001046,-1.2,2.79999995
-0.0001044,-1.4,2.79999995
-0.0001042,-1.2,2.79999995
-0.000104,-1.4,2.79999995
-0.0001038,-1.4,3
-0.0001036,-1.4,3
-0.0001034,-1.6,3
-0.0001032,-1.2,3
-0.000103,-1.4,3
-0.0001028,-1.6,3
-0.0001026,-1.2,3
-0.0001024,-1.2,3.4000001
-0.0001022,-1,3.4000001
-0.000102,-1,3.4000001
-0.0001018,-0.8000000119,3.20000005
-0.0001016,-0.8000000119,3.4000001
-0.0001014,-0.8000000119,3.60000014
-0.0001012,-0.8000000119,3.79999995
-0.000101,-0.6000000238,3.60000014
-0.0001008,-0.8000000119,3.60000014
-0.0001006,-0.8000000119,3.79999995
-0.0001004,-1,3.79999995
-0.0001002,-0.400000006,3.79999995
-0.0001,-0.6000000238,3.79999995
-0.0000998,-0.400000006,3.60000014
-0.0000996,-0.400000006,4
-0.0000994,-0.200000003,4
-0.0000992,-0.200000003,4.20000029
-0.000099,0,4
-0.0000988,0,4.20000029
-0.0000986,-0.200000003,4.20000029
-0.0000984,0,4.20000029
-0.0000982,0,4.4000001
-0.000098,0.200000003,4.20000029
-0.0000978,0,4.4000001
-0.0000976,0.400000006,4.5999999
-0.0000974,0.200000003,4.4000001
-0.0000972,0.400000006,4.5999999
-0.000097,0.400000006,4.4000001
-0.0000968,0.400000006,4.80000019
-0.0000966,0.400000006,4.80000019
-0.0000964,0.200000003,4.5999999
-0.0000962,0.6000000238,4.80000019
-0.000096,0.6000000238,4.80000019
-0.0000958,0.6000000238,4.80000019
-0.0000956,0.6000000238,5.20000029
-0.0000954,0.8000000119,5
-0.0000952,0.8000000119,5
-0.000095,1,5
-0.0000948,1,5.4000001
-0.0000946,1,5.20000029
-0.0000944,1,5.5999999
-0.0000942,1,5.4000001
-0.000094,1.2,5.4000001
-0.0000938,1.2,5.5999999
-0.0000936,1.4,5.5999999
-0.0000934,1.2,5.4000001
-0.0000932,1.4,5.80000019
-0.000093,1.4,5.80000019
-0.0000928,1.4,5.5999999
-0.0000926,1.4,5.5999999
-0.0000924,1.4,5.5999999
-0.0000922,1.6,5.80000019
-0.000092,1.6,5.80000019
-0.0000918,1.6,6
-0.0000916,1.8000001,6
-0.0000914,1.8000001,6
-0.0000912,1.8000001,6
-0.000091,1.8000001,6.20000029
-0.0000908,1.8000001,6.20000029
-0.0000906,2,6.20000029
-0.0000904,1.8000001,6.20000029
-0.0000902,2,6.20000029
-0.00009,2.2,6
-0.0000898,2,6.20000029
-0.0000896,2,6.5999999
-0.0000894,2.2,6.5999999
-0.0000892,2.2,6.5999999
-0.000089,2.4000001,6.5999999
-0.0000888,2.2,6.5999999
-0.0000886,2.4000001,6.5999999
-0.0000884,2.2,6.5999999
-0.0000882,2.6000001,6.5999999
-0.000088,2.6000001,6.5999999
-0.0000878,2.6000001,7
-0.0000876,2.6000001,6.80000019
-0.0000874,2.6000001,7
-0.0000872,2.6000001,7
-0.000087,2.6000001,7
-0.0000868,2.79999995,7.20000029
-0.0000866,2.79999995,6.80000019
-0.0000864,2.79999995,7.20000029
-0.0000862,2.6000001,7.20000029
-0.000086,2.79999995,7.20000029
-0.0000858,3,7.20000029
-0.0000856,3,7.20000029
-0.0000854,3.20000005,7.20000029
-0.0000852,3.20000005,7.400000095
-0.000085,3,7.20000029
-0.0000848,3.4000001,7.599999905
-0.0000846,3.20000005,7.400000095
-0.0000844,3.20000005,7.400000095
-0.0000842,3.20000005,7.599999905
-0.000084,3.4000001,7.599999905
-0.0000838,3.20000005,7.599999905
-0.0000836,3.4000001,7.400000095
-0.0000834,3.4000001,7.599999905
-0.0000832,3.4000001,7.599999905
-0.000083,3.20000005,7.800000191
-0.0000828,3.4000001,7.599999905
-0.0000826,3.60000014,7.800000191
-0.0000824,3.4000001,7.599999905
-0.0000822,3.4000001,7.599999905
-0.000082,3.4000001,7.800000191
-0.0000818,3.60000014,7.800000191
-0.0000816,3.4000001,8
-0.0000814,3.60000014,7.800000191
-0.0000812,3.60000014,7.800000191
-0.000081,3.20000005,8
-0.0000808,3.4000001,8
-0.0000806,3.60000014,8.199999809
-0.0000804,3.79999995,8
-0.0000802,3.60000014,8.199999809
-0.00008,3.79999995,8.199999809
-0.0000798,3.60000014,7.800000191
-0.0000796,3.79999995,8
-0.0000794,3.79999995,8.199999809
-0.0000792,3.79999995,8
-0.000079,3.79999995,8
-0.0000788,3.79999995,8.199999809
-0.0000786,3.60000014,8.199999809
-0.0000784,4,8
-0.0000782,3.79999995,8.199999809
-0.000078,4,8.199999809
-0.0000778,3.79999995,8.199999809
-0.0000776,3.79999995,8.199999809
-0.0000774,3.79999995,8.199999809
-0.0000772,4,8.400000572
-0.000077,4,8.400000572
-0.0000768,4,8.600000381
-0.0000766,4,8.199999809
-0.0000764,4,8.400000572
-0.0000762,4,8.199999809
-0.000076,4,8.400000572
-0.0000758,4,8.600000381
-0.0000756,3.79999995,8.800000191
-0.0000754,3.79999995,8.199999809
-0.0000752,4.20000029,8.400000572
-0.000075,4.20000029,8.600000381
-0.0000748,4.20000029,8.400000572
-0.0000746,4,8.600000381
-0.0000744,4,8.400000572
-0.0000742,4,8.400000572
-0.000074,3.79999995,8.600000381
-0.0000738,4.20000029,8.199999809
-0.0000736,4,8.600000381
-0.0000734,4.20000029,8.400000572
-0.0000732,4.20000029,8.600000381
-0.000073,4.20000029,8.400000572
-0.0000728,4.20000029,8.400000572
-0.0000726,4,8.400000572
-0.0000724,4.20000029,8.400000572
-0.0000722,4,8.400000572
-0.000072,4.20000029,8.600000381
-0.0000718,4.20000029,8.400000572
-0.0000716,4.20000029,8.400000572
-0.0000714,4.20000029,8.600000381
-0.0000712,4,8.199999809
-0.000071,4,8.600000381
-0.0000708,4,8.400000572
-0.0000706,4,8.400000572
-0.0000704,4.20000029,8.400000572
-0.0000702,4,8.199999809
-0.00007,4,8.199999809
-0.0000698,4,8.400000572
-0.0000696,4,8.400000572
-0.0000694,4.20000029,8.400000572
-0.0000692,4,8.400000572
-0.000069,4,8.199999809
-0.0000688,4,8.199999809
-0.0000686,4,8.400000572
-0.0000684,4.20000029,8.199999809
-0.0000682,4,8
-0.000068,3.79999995,8.199999809
-0.0000678,4,8.400000572
-0.0000676,3.79999995,8
-0.0000674,3.60000014,8
-0.0000672,4,8.400000572
-0.000067,3.79999995,8.199999809
-0.0000668,3.60000014,8
-0.0000666,3.60000014,8.400000572
-0.0000664,3.60000014,8.199999809
-0.0000662,4,8
-0.000066,3.79999995,8
-0.0000658,3.79999995,8
-0.0000656,3.79999995,8
-0.0000654,3.60000014,8.199999809
-0.0000652,3.60000014,7.800000191
-0.000065,3.79999995,8.199999809
-0.0000648,3.79999995,8
-0.0000646,3.79999995,7.800000191
-0.0000644,3.79999995,7.800000191
-0.0000642,3.60000014,7.800000191
-0.000064,3.60000014,7.800000191
-0.0000638,3.4000001,7.800000191
-0.0000636,3.4000001,7.800000191
-0.0000634,3.4000001,7.599999905
-0.0000632,3.20000005,7.800000191
-0.000063,3.20000005,7.599999905
-0.0000628,3.4000001,7.800000191
-0.0000626,3.20000005,7.400000095
-0.0000624,3.20000005,7.400000095
-0.0000622,3.20000005,7.599999905
-0.000062,3.20000005,7.599999905
-0.0000618,3.20000005,7.599999905
-0.0000616,3.20000005,7.599999905
-0.0000614,3.20000005,7.599999905
-0.0000612,3.20000005,7.400000095
-0.000061,2.79999995,7.400000095
-0.0000608,2.79999995,7.599999905
-0.0000606,2.79999995,7.400000095
-0.0000604,2.79999995,7.400000095
-0.0000602,2.79999995,7.20000029
-0.00006,2.79999995,7.20000029
-0.0000598,2.79999995,7.20000029
-0.0000596,2.79999995,7.400000095
-0.0000594,3,7.20000029
-0.0000592,2.79999995,7
-0.000059,2.6000001,6.80000019
-0.0000588,2.6000001,7
-0.0000586,2.6000001,6.80000019
-0.0000584,2.6000001,7
-0.0000582,2.6000001,6.80000019
-0.000058,2.4000001,7
-0.0000578,2.4000001,6.80000019
-0.0000576,2.4000001,6.5999999
-0.0000574,2.6000001,6.5999999
-0.0000572,2.4000001,6.80000019
-0.000057,2.2,6.80000019
-0.0000568,2.2,6.5999999
-0.0000566,2.2,6.5999999
-0.0000564,1.8000001,6.4000001
-0.0000562,2,6.4000001
-0.000056,2,6.4000001
-0.0000558,2,6.4000001
-0.0000556,2,6.20000029
-0.0000554,1.8000001,6.4000001
-0.0000552,2.2,6.20000029
-0.000055,1.8000001,6
-0.0000548,1.8000001,6.20000029
-0.0000546,1.8000001,5.80000019
-0.0000544,1.6,6
-0.0000542,1.8000001,6
-0.000054,1.6,6
-0.0000538,1.6,5.80000019
-0.0000536,1.4,5.80000019
-0.0000534,1.4,5.80000019
-0.0000532,1.4,5.80000019
-0.000053,1.6,5.80000019
-0.0000528,1.2,5.5999999
-0.0000526,1.4,5.5999999
-0.0000524,1.2,5.4000001
-0.0000522,1,5.4000001
-0.000052,1.2,5.4000001
-0.0000518,1,5.4000001
-0.0000516,1,5.4000001
-0.0000514,0.8000000119,5.20000029
-0.0000512,1,5.4000001
-0.000051,0.8000000119,5
-0.0000508,0.8000000119,5.20000029
-0.0000506,0.8000000119,5.20000029
-0.0000504,0.8000000119,4.80000019
-0.0000502,0.6000000238,5
-0.00005,0.8000000119,5.20000029
-0.0000498,0.8000000119,5
-0.0000496,0.6000000238,4.80000019
-0.0000494,0.6000000238,4.80000019
-0.0000492,0.400000006,4.5999999
-0.000049,0.6000000238,4.80000019
-0.0000488,0.200000003,4.80000019
-0.0000486,0.400000006,4.4000001
-0.0000484,0.400000006,4.4000001
-0.0000482,0,4.5999999
-0.000048,0.200000003,4.5999999
-0.0000478,0,4.4000001
-0.0000476,0,4.20000029
-0.0000474,0,4.20000029
-0.0000472,-0.400000006,4.4000001
-0.000047,-0.200000003,4.20000029
-0.0000468,-0.400000006,4.4000001
-0.0000466,-0.200000003,4
-0.0000464,-0.400000006,4
-0.0000462,-0.200000003,4
-0.000046,-0.200000003,4
-0.0000458,-0.400000006,3.79999995
-0.0000456,-0.400000006,3.79999995
-0.0000454,-0.6000000238,3.60000014
-0.0000452,-0.6000000238,4
-0.000045,-0.400000006,3.60000014
-0.0000448,-0.400000006,3.60000014
-0.0000446,-0.6000000238,3.60000014
-0.0000444,-0.8000000119,3.60000014
-0.0000442,-1,3.4000001
-0.000044,-1.2,3.4000001
-0.0000438,-1,3.4000001
-0.0000436,-1.2,3.20000005
-0.0000434,-1.2,3.20000005
-0.0000432,-1,3.20000005
-0.000043,-1,3.20000005
-0.0000428,-1.4,3.20000005
-0.0000426,-1.2,3
-0.0000424,-1.2,2.79999995
-0.0000422,-1.4,3
-0.000042,-1.4,3
-0.0000418,-1.4,2.79999995
-0.0000416,-1.6,2.79999995
-0.0000414,-1.6,2.79999995
-0.0000412,-1.6,2.6000001
-0.000041,-1.8000001,2.79999995
-0.0000408,-1.8000001,2.4000001
-0.0000406,-2,2.79999995
-0.0000404,-1.8000001,2.6000001
-0.0000402,-2,2.4000001
-0.00004,-2,2.4000001
-0.0000398,-2,2.6000001
-0.0000396,-2,2.2
-0.0000394,-2,2.4000001
-0.0000392,-2.2,2
-0.000039,-2.2,2.4000001
-0.0000388,-2.2,2.2
-0.0000386,-2.2,2.2
-0.0000384,-2.2,2.2
-0.0000382,-2.2,2.2
-0.000038,-2.2,1.8000001
-0.0000378,-2.4000001,2
-0.0000376,-2.4000001,2.2
-0.0000374,-2.6000001,2
-0.0000372,-2.4000001,2.2
-0.000037,-2.79999995,1.8000001
-0.0000368,-2.6000001,2
-0.0000366,-2.6000001,1.8000001
-0.0000364,-2.6000001,1.8000001
-0.0000362,-2.79999995,1.8000001
-0.000036,-2.79999995,1.8000001
-0.0000358,-2.79999995,1.6
-0.0000356,-3,1.8000001
-0.0000354,-2.6000001,1.6
-0.0000352,-2.6000001,1.6
-0.000035,-2.6000001,1.6
-0.0000348,-2.79999995,1.4
-0.0000346,-2.79999995,1.6
-0.0000344,-3.20000005,1.6
-0.0000342,-2.79999995,1.4
-0.000034,-3,1.2
-0.0000338,-3,1.4
-0.0000336,-3.20000005,1.4
-0.0000334,-3.20000005,1.2
-0.0000332,-3.20000005,1.2
-0.000033,-3.20000005,1.2
-0.0000328,-3.4000001,1
-0.0000326,-3.20000005,1
-0.0000324,-3.20000005,1.2
-0.0000322,-3.20000005,0.8000000119
-0.000032,-3.60000014,1
-0.0000318,-3.4000001,0.8000000119
-0.0000316,-3.4000001,0.8000000119
-0.0000314,-3.4000001,1
-0.0000312,-3.79999995,1
-0.000031,-3.60000014,1
-0.0000308,-3.60000014,0.8000000119
-0.0000306,-3.4000001,0.8000000119
-0.0000304,-3.4000001,0.8000000119
-0.0000302,-3.4000001,1
-0.00003,-3.60000014,1
-0.0000298,-3.4000001,0.8000000119
-0.0000296,-3.4000001,0.6000000238
-0.0000294,-3.79999995,0.400000006
-0.0000292,-3.60000014,0.6000000238
-0.000029,-3.79999995,0.8000000119
-0.0000288,-3.79999995,0.6000000238
-0.0000286,-3.60000014,0.400000006
-0.0000284,-4,1
-0.0000282,-3.60000014,0.6000000238
-0.000028,-3.79999995,0.400000006
-0.0000278,-3.79999995,0.6000000238
-0.0000276,-3.79999995,0.6000000238
-0.0000274,-3.79999995,0.400000006
-0.0000272,-3.79999995,0.400000006
-0.000027,-4,0.6000000238
-0.0000268,-4,0.6000000238
-0.0000266,-3.79999995,0.200000003
-0.0000264,-4,0.400000006
-0.0000262,-3.60000014,0.6000000238
-0.000026,-3.79999995,0.400000006
-0.0000258,-3.79999995,0.400000006
-0.0000256,-4,0.400000006
-0.0000254,-3.79999995,0.6000000238
-0.0000252,-3.60000014,0.6000000238
-0.000025,-3.79999995,0.400000006
-0.0000248,-3.79999995,0.400000006
-0.0000246,-4,0.400000006
-0.0000244,-4.20000029,0.400000006
-0.0000242,-3.79999995,0.200000003
-0.000024,-3.79999995,0.400000006
-0.0000238,-4,0.400000006
-0.0000236,-4.20000029,0.400000006
-0.0000234,-4,0.200000003
-0.0000232,-3.79999995,0.6000000238
-0.000023,-4.20000029,0.200000003
-0.0000228,-4,0.400000006
-0.0000226,-3.79999995,0.400000006
-0.0000224,-3.79999995,0.6000000238
-0.0000222,-3.79999995,0.6000000238
-0.000022,-3.79999995,0.400000006
-0.0000218,-4,0.6000000238
-0.0000216,-3.60000014,0.200000003
-0.0000214,-4,0.400000006
-0.0000212,-4.20000029,0.400000006
-0.000021,-4,0.400000006
-0.0000208,-4,0.400000006
-0.0000206,-4,0.200000003
-0.0000204,-4.20000029,0.400000006
-0.0000202,-3.79999995,0.400000006
-0.00002,-4,0.6000000238
-0.0000198,-3.79999995,0.200000003
-0.0000196,-4,0.6000000238
-0.0000194,-4,0.400000006
-0.0000192,-3.79999995,0.400000006
-0.000019,-4,0.6000000238
-0.0000188,-3.79999995,0.400000006
-0.0000186,-3.79999995,0.400000006
-0.0000184,-3.60000014,0.6000000238
-0.0000182,-3.79999995,0.400000006
-0.000018,-4,0.8000000119
-0.0000178,-3.60000014,0.400000006
-0.0000176,-3.79999995,0.6000000238
-0.0000174,-3.60000014,0.6000000238
-0.0000172,-3.79999995,0.400000006
-0.000017,-3.79999995,1
-0.0000168,-3.60000014,0.6000000238
-0.0000166,-3.79999995,0.8000000119
-0.0000164,-3.60000014,1
-0.0000162,-3.60000014,1
-0.000016,-3.60000014,0.8000000119
-0.0000158,-3.4000001,1
-0.0000156,-3.4000001,0.8000000119
-0.0000154,-3.20000005,0.8000000119
-0.0000152,-3.4000001,1.2
-0.000015,-3.60000014,0.8000000119
-0.0000148,-3.4000001,0.8000000119
-0.0000146,-3.20000005,0.8000000119
-0.0000144,-3.20000005,1
-0.0000142,-3.4000001,0.8000000119
-0.000014,-3.20000005,1.2
-0.0000138,-3.20000005,1.2
-0.0000136,-3.4000001,1
-0.0000134,-3.20000005,1
-0.0000132,-3.20000005,1.2
-0.000013,-3.20000005,0.8000000119
-0.0000128,-3.20000005,1.2
-0.0000126,-3,1.2
-0.0000124,-3.20000005,1.2
-0.0000122,-3.20000005,1.4
-0.000012,-3.20000005,1.2
-0.0000118,-3.20000005,1.4
-0.0000116,-2.79999995,1.2
-0.0000114,-3,1.4
-0.0000112,-2.79999995,1.4
-0.000011,-2.79999995,1.4
-0.0000108,-2.79999995,1.4
-0.0000106,-2.79999995,1.6
-0.0000104,-2.79999995,1.8000001
-0.0000102,-2.6000001,1.6
-0.00001,-2.4000001,1.6
-0.0000098,-2.6000001,1.6
-0.0000096,-2.6000001,1.8000001
-0.0000094,-2.6000001,2
-0.0000092,-2.4000001,2
-0.000009,-2.4000001,1.8000001
-0.0000088,-2.2,1.6
-0.0000086,-2.4000001,2
-0.0000084,-2.2,2
-0.0000082,-2.4000001,1.8000001
-0.000008,-2.4000001,1.8000001
-0.0000078,-2.4000001,2
-0.0000076,-2.2,2
-0.0000074,-2.2,2
-0.0000072,-2.2,2.2
-0.000007,-2.2,2.2
-0.0000068,-1.8000001,2.2
